"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","RSSD","CU_TYPE","CU_NAME","CITY","STATE","CharterState","STATE_CODE","ZIP_CODE","COUNTY_CODE","CONG_DIST","SMSA","ATTENTION_OF","STREET","REGION","SE","DISTRICT","YEAR_OPENED","TOM_CODE","LIMITED_INC","ISSUE_DATE","Peer_Group","Quarter_Flag"
9923,6/30/2019 0:00:00,4776,"66284","1","SOLIDARITY COMMUNITY","KOKOMO","IN",,18,"46904-2499",67,4,3850,"","P.O. BOX 2499","2 ","L",8,1954,"00  ",1,12/14/1954 0:00:00,5,0
9924,6/30/2019 0:00:00,4777,"96889","1","WAILUKU","Kahului","HI",,15,"96732",9,2,9998,"","133 Maa Street","3 ","M",6,1954,"00  ",1,1/1/1954 0:00:00,4,0
9931,6/30/2019 0:00:00,4780,"961987","1","BAYOU","BATON ROUGE","LA",,22,"70806-4247",33,2,760,"","5880 FLORIDA BLVD","2 ","I",4,1954,"51  ",1,1/1/1954 0:00:00,4,0
9943,6/30/2019 0:00:00,4785,"97381","1","KSW","WATERVILLE","ME",,23,"04901-6226",11,1,9998,"","222 COLLEGE AVE","1 ","U",4,1954,"66  ",1,1/1/1954 0:00:00,4,0
9951,6/30/2019 0:00:00,4789,"962489","1","RAY","KEARNY","AZ",,4,"85137-1089",21,1,9998,"","PO BOX 1089","3 ","G",3,1955,"42  ",1,1/1/1955 0:00:00,2,0
9952,6/30/2019 0:00:00,4790,"36081","1","I R E B","BROOKLYN","NY",,36,"11201-3838",47,8,5600,"","2 METROTECH CTR FL 7","1 ","L",9,1955,"06  ",0,1/1/1955 0:00:00,2,0
9965,6/30/2019 0:00:00,4796,"97783","1","KEL-CO","CUMBERLAND","MD",,24,"21502",1,6,1900,"","321 GREENE STREET","1 ","P",8,1955,"49  ",1,1/1/1955 0:00:00,3,0
9971,6/30/2019 0:00:00,4802,"993586","1","SANTA FE","Amarillo","TX",,48,"79105",381,13,320,"","PO Box 15088","2 ","C",4,1955,"52  ",1,1/1/1955 0:00:00,5,0
9974,6/30/2019 0:00:00,4805,"963383","1","SHELBY/BOLIVAR COUNTY","BOYLE","MS",,28,"38730",11,2,9998,"","630 GAINES HWY","2 ","J",1,1955,"00  ",1,1/1/1955 0:00:00,2,0
9976,6/30/2019 0:00:00,4806,"929585","1","GROW FINANCIAL","TAMPA","FL",,12,"33619",57,15,8280,"","9927 DELANEY LAKE DR","2 ","B",10,1955,"35  ",1,1/1/1955 0:00:00,6,0
9986,6/30/2019 0:00:00,4810,"929987","1","HERITAGE TRUST","CHARLESTON","SC",,45,"29423",15,1,1440,"","PO BOX 118000","2 ","D",8,1955,"35  ",1,1/1/1955 0:00:00,6,0
9988,6/30/2019 0:00:00,4811,"67889","1","SAFE","Sumter","SC",,45,"29151",85,5,9998,"","P. O. Box 2008","2 ","D",8,1955,"35  ",1,1/1/1955 0:00:00,6,0
9994,6/30/2019 0:00:00,4813,"37686","1","HEALTHNET","CORDOVA","TN",,47,"38016-8698",157,9,4920,"","1591 CHICKERING LN","2 ","J",4,1955,"51  ",0,1/1/1955 0:00:00,4,0
10011,6/30/2019 0:00:00,4824,"931784","1","MUNICIPAL EMPLOYEES","BOGALUSA","LA",,22,"70427-3810",117,5,9998,"","222 ARKANSAS AVE","2 ","I",5,1955,"06  ",1,1/1/1955 0:00:00,1,0
10015,6/30/2019 0:00:00,4826,"68783","1","ALLENTOWN","ALLENTOWN","PA",,42,"18103",77,7,240,"","1325 OXFORD DR","1 ","P",8,1955,"36  ",0,1/1/1955 0:00:00,4,0
10022,6/30/2019 0:00:00,4830,"99880","1","S I EMPLOYEES","SARATOGA SPRING","NY",,36,"12866",91,20,160,"","233 BALLSTON AVE.","1 ","J",9,1955,"15  ",0,1/1/1955 0:00:00,1,0
10023,6/30/2019 0:00:00,4831,"932286","1","ISLAND","HAUPPAUGE","NY",,36,"11788-5107",103,1,5380,"","120 MOTOR PKWY","1 ","L",5,1955,"00  ",0,1/1/1955 0:00:00,6,0
10047,6/30/2019 0:00:00,4847,"8686","1","WABELLCO","Washington","PA",,42,"15301",125,18,6280," ","1277 Park Ave","1 ","P",5,1955,"53  ",0,1/1/1955 0:00:00,3,0
10062,6/30/2019 0:00:00,4855,"996587","1","LOCAL 229 IBEW","YORK","PA",,42,"17406-8427",133,10,9280,"","555 WILLOW SPRINGS LN","1 ","I",2,1955,"03  ",0,1/1/1955 0:00:00,1,0
10065,6/30/2019 0:00:00,4857,"690885","1","MYCOM","PITTSFIELD","MA",,25,"01201",3,1,6320,"","101 FENN ST","1 ","A",4,1955,"00  ",0,1/1/1955 0:00:00,3,0
10077,6/30/2019 0:00:00,4865,"695581","1","ESQUIRE-GOODFELLOWSHIP","Brooklyn","NY",,36,"11234-5517",47,8,5600,"","2428 Ralph Ave","1 ","L",3,1955,"01  ",0,1/1/1955 0:00:00,1,0
10083,6/30/2019 0:00:00,4866,"695189","1","LIMESTONE","MANISTIQUE","MI",,26,"49854",153,1,9998,"","131 RIVER ST","1 ","Q",8,1954,"66  ",1,3/3/1954 0:00:00,3,0
10089,6/30/2019 0:00:00,4870,"697286","1","ODJFS","Columbus","OH",,39,"43219-1811",49,3,1840,"","4020 E 5th Ave","1 ","G",6,1955,"06  ",1,3/4/1955 0:00:00,2,0
10099,6/30/2019 0:00:00,4873,"699785","1","TORCH LAKE","LAURIUM","MI",,26,"49913",61,1,9998,"","50 3RD ST","1 ","Q",3,1955,"00  ",1,2/16/1955 0:00:00,2,0
10100,6/30/2019 0:00:00,4874,"699383","1","TRUCHOICE","PORTLAND","ME",,23,"04104",5,1,6400,"","PO BOX 10659","1 ","U",8,1955,"66  ",0,1/1/1955 0:00:00,5,0
10141,6/30/2019 0:00:00,4894,"710185","1","DERTOWN SCHOOL","LATROBE","PA",,42,"15650",129,12,6280,"","5012 STATE ROUTE 982 # 3","1 ","O",8,1955,"04  ",1,1/1/1955 0:00:00,2,0
10158,6/30/2019 0:00:00,4906,"719786","1","OK","Bartlesville","OK",,40,"74006",147,1,9998,"","3900 SE Adams Rd","2 ","J",9,1955,"53  ",0,1/1/1955 0:00:00,3,0
10164,6/30/2019 0:00:00,4909,"165589","1","HEART OF LOUISIANA","PINEVILLE","LA",,22,"71360",79,5,220,"","P O BOX 4030","2 ","J",2,1955,"36  ",1,1/1/1955 0:00:00,5,0
10170,6/30/2019 0:00:00,4912,"163482","1","CITIZENS","BIG SPRING","TX",,48,"79721",227,19,9998,"","P.O. BOX 425","2 ","N",1,1955,"66  ",0,1/1/1955 0:00:00,5,0
10174,6/30/2019 0:00:00,4916,"166081","1","FIRSTLIGHT","El Paso","TX",,48,"79924",141,16,2320,"","9983 Kenworthy St","2 ","H",8,1955,"35  ",1,1/1/1955 0:00:00,6,0
10177,6/30/2019 0:00:00,4917,"812780","1","TAYCO EMPLOYEES","South Shore","KY",,21,"41175",89,4,3400,"","P.O. Box 762","2 ","G",3,1955,"13  ",1,1/1/1955 0:00:00,2,0
10180,6/30/2019 0:00:00,4920,"166483","1","FORT MORGAN SCHOOLS","Fort Morgan","CO",,8,"80701",87,4,9998,"","PO Box 547","3 ","E",3,1955,"34  ",0,1/1/1955 0:00:00,2,0
10181,6/30/2019 0:00:00,4921,"750985","1","OUACHITA VALLEY","WEST MONROE","LA",,22,"71294",73,5,5200,"","P O BOX 1477","2 ","M",6,1955,"34  ",1,1/1/1955 0:00:00,5,0
10184,6/30/2019 0:00:00,4923,"782182","1","FRIENDLY","Aliquippa","PA",,42,"15001-2760",7,12,845,"","2000 Main St","1 ","N",4,1955,"49  ",0,1/1/1955 0:00:00,4,0
10213,6/30/2019 0:00:00,4939,"874984","1","TRI-TOWN TEACHERS","Westport","CT",,9,"06880-4312",1,4,5760," ","61 Jesup Rd","1 ","K",9,1955,"34  ",0,1/1/1955 0:00:00,3,0
10220,6/30/2019 0:00:00,4944,"724584","1","FOCUS FIRST","ROCHESTER","NY",,36,"14606-2122",55,25,6840,"","1546 LYELL AVENUE","1 ","M",3,1955,"00  ",0,1/1/1955 0:00:00,3,0
10221,6/30/2019 0:00:00,4945,"814186","1","GREAT FALLS REGIONAL","LEWISTON","ME",,23,"04240-7606",1,2,4240,"","34 BATES ST","1 ","U",6,1955,"00  ",1,1/1/1955 0:00:00,3,0
10223,6/30/2019 0:00:00,4946,"168188","1","EVERENCE","LANCASTER","PA",,42,"17602",71,11,6280,"C/O MICHAEL D. ZEHR, VP/CFO","2160 LINCOLN HWY E STE 20","1 ","I",2,1955,"54  ",1,1/1/1955 0:00:00,5,0
10225,6/30/2019 0:00:00,4947,"844781","1","BECCO BUFFALO","TONAWANDA","NY",,36,"14150",29,26,1280,"C/O FMC CORP","PEROXYCHEM LLC, 35 SAWYER AVE","1 ","M",9,1955,"15  ",0,1/1/1955 0:00:00,1,0
10241,6/30/2019 0:00:00,4958,"725787","1","MAPLE","LAFAYETTE","LA",,22,"70596",55,3,3880,"","P O BOX 61001","2 ","I",6,1955,"36  ",1,1/1/1955 0:00:00,3,0
10243,6/30/2019 0:00:00,4959,"169082","1","OAHE","Pierre","SD",,46,"57501",65,1,9998," ","PO Box 818","3 ","D",8,1955,"36  ",0,1/1/1955 0:00:00,3,0
10253,6/30/2019 0:00:00,4965,"726289","1","AKRON","Akron","CO",,8,"80720",121,4,9998,"","PO Box 456","3 ","E",1,1955,"00  ",1,1/1/1955 0:00:00,1,0
10257,6/30/2019 0:00:00,4967,"727183","1","SENTINEL","BOX ELDER","SD",,46,"57719",93,1,9998,"","PO BOX 700","3 ","D",4,1955,"00  ",1,1/1/1955 0:00:00,5,0
10262,6/30/2019 0:00:00,4970,"727884","1","ALTAMAHA","JESUP","GA",,13,"31598",305,1,9998,"","PO BOX 490","2 ","D",3,1955,"00  ",1,1/1/1955 0:00:00,4,0
10264,6/30/2019 0:00:00,4971,"877583","1","VALLEY WIDE OF PA","TARENTUM","PA",,42,"15084-1710",3,14,6280,"C/0 VALLEY NEWS DISPATCH","209 5TH AVE, STE B","1 ","N",4,1955,"53  ",1,1/1/1955 0:00:00,1,0
10269,6/30/2019 0:00:00,4975,"846888","1","CHEROKEE COUNTY TEACHERS","RUSK","TX",,48,"75785",73,5,9998,"Y","P O DRAWER A","2 ","C",2,1955,"34  ",0,1/1/1955 0:00:00,3,0
10274,6/30/2019 0:00:00,4977,"754787","1","W B H EMPLOYEES","PADUCAH","KY",,21,"42001-3124",145,1,9998,"","2501 BROADWAY ST","2 ","K",1,1955,"51  ",0,1/1/1955 0:00:00,3,0
10283,6/30/2019 0:00:00,4983,"816984","1","THE FOCUS","OKLAHOMA CITY","OK",,40,"73104",109,5,5880,"","420 NE 10TH ST","2 ","C",7,1955,"00  ",1,1/1/1955 0:00:00,5,0
10301,6/30/2019 0:00:00,4996,"171580","1","ROMNEY","ROMNEY","WV",,54,"26757-1638",27,2,9998,"","62 WEST MAIN STREET","1 ","P",6,1955,"00  ",1,5/12/1955 0:00:00,2,0
10308,6/30/2019 0:00:00,5000,"172082","1","ALTON MUNICIPAL EMPLOYEES","ALTON","IL",,17,"62002",119,13,7040,"","3212 COLLEGE AVE","3 ","B",4,1955,"06  ",1,5/17/1955 0:00:00,1,0
10319,6/30/2019 0:00:00,5007,"849085","1","FIRST POINT","HAMILTON","NJ",,34,"08619",21,4,8480,"","2733 Nottingham Way, Ste 5","1 ","E",2,1955,"40  ",0,1/1/1955 0:00:00,3,0
10323,6/30/2019 0:00:00,5010,"733184","1","I B E W 26","LANHAM","MD",,24,"20706",33,4,8840,"","4371 PARLIAMENT PL STE C","1 ","T",8,1955,"53  ",0,1/1/1955 0:00:00,3,0
10324,6/30/2019 0:00:00,5011,"732682","1","JACKSON COUNTY","EDNA","TX",,48,"77957",239,27,9998,"","309 N ALLEN ST","2 ","H",2,1955,"00  ",1,1/1/1955 0:00:00,2,0
10327,6/30/2019 0:00:00,5014,"787981","1","VICTORIA TEACHERS","Victoria","TX",,48,"77901-7363",469,27,8750,"","2207 Wildwood St","2 ","H",3,1955,"34  ",1,1/1/1955 0:00:00,3,0
10328,6/30/2019 0:00:00,5015,"849487","1","COASTAL TEACHERS","PORT LAVACA","TX",,48,"77979",57,27,9998,"","426 W MAIN ST","2 ","H",2,1955,"34  ",1,1/1/1955 0:00:00,2,0
10335,6/30/2019 0:00:00,5019,"757788","1","COCONINO","FLAGSTAFF","AZ",,4,"86001",5,1,9998,"","2800 S WOODLANDS VILLAGE BLVD","3 ","G",8,1955,"00  ",1,1/1/1955 0:00:00,4,0
10351,6/30/2019 0:00:00,5032,"789387","1","LA LOMA","LOMA LINDA","CA",,6,"92354",71,31,6780,"","PO BOX 906","3 ","R",1,1955,"54  ",0,1/1/1955 0:00:00,4,0
10353,6/30/2019 0:00:00,5033,"735281","1","ACCESS OF LOUISIANA","SULPHUR","LA",,22,"70664",19,3,3960,"","PO BOX 2657","2 ","I",6,1955,"00  ",1,1/1/1955 0:00:00,3,0
10362,6/30/2019 0:00:00,5039,"736886","1","NORTHERN REDWOOD","ARCATA","CA",,6,"95521-4415",23,2,9998,"","1270 GIUNTOLI LN","3 ","L",2,1955,"00  ",0,1/1/1955 0:00:00,3,0
10375,6/30/2019 0:00:00,5047,"174581","1","1ST LIBERTY","Great Falls","MT",,30,"59403",13,1,3040,"","P. O. Box 5002","3 ","E",2,1955,"35  ",1,1/1/1955 0:00:00,5,0
10381,6/30/2019 0:00:00,5051,"175083","1","FERKO MD","Frederick","MD",,24,"21702",21,6,8840,"","PO Box 1478","1 ","C",2,1955,"04  ",0,1/1/1955 0:00:00,3,0
10393,6/30/2019 0:00:00,5058,"175784","1","ELECTRICAL WORKERS LOCAL 130","METAIRIE","LA",,22,"70002-4960",51,1,5560,"","3200 RIDGELAKE DR STE 304","2 ","I",5,1955,"53  ",1,1/1/1955 0:00:00,2,0
10395,6/30/2019 0:00:00,5060,"852487","1","KINGS","HANFORD","CA",,6,"93230",31,21,9998,"","1415 W LACEY BLVD","3 ","K",3,1955,"36  ",0,6/28/1955 0:00:00,5,0
10399,6/30/2019 0:00:00,5063,"760087","1","KAHULUI","Kahului","HI",,15,"96732",9,2,9998,"","25 West Kamehameha Avenue","3 ","M",6,1955,"00  ",1,1/1/1955 0:00:00,4,0
10424,6/30/2019 0:00:00,5075,"883986","1","LAS COLINAS","IRVING","TX",,48,"75063",113,24,1920,"","PO BOX 630347","2 ","C",4,1955,"98  ",1,1/1/1955 0:00:00,4,0
10427,6/30/2019 0:00:00,5078,"884488","1","MCKEESPORT BELL","McKeesport","PA",,42,"15132-7229",3,14,6280," ","316 36th ST","1 ","N",5,1955,"53  ",0,1/1/1955 0:00:00,3,0
10432,6/30/2019 0:00:00,5082,"761682","1","WEST ORANGE MUNICIPAL","West Orange","NJ",,34,"07052-5726",13,10,5640,"","342 Main St","1 ","D",8,1955,"36  ",0,1/1/1955 0:00:00,2,0
10433,6/30/2019 0:00:00,5083,"792387","1","BOPTI","SAN PEDRO","CA",,6,"90731-7365",37,44,4480,"FEDERAL CORRECTIONAL INSTITUTION","1451 S SEASIDE AVE","3 ","O",7,1955,"06  ",1,1/1/1955 0:00:00,4,0
10442,6/30/2019 0:00:00,5088,"177180","1","UNITED ADVANTAGE NW","PORTLAND","OR",,41,"97217",51,3,6440,"","1430 N KILLINGSWORTH ST","3 ","J",8,1955,"98  ",1,1/1/1955 0:00:00,3,0
10449,6/30/2019 0:00:00,5090,"743389","1","CABWAY TELCO","HUNTINGTON","WV",,54,"25701",11,3,3400,"","1135 6TH AVE","1 ","G",3,1955,"23  ",1,8/1/1955 0:00:00,2,0
10461,6/30/2019 0:00:00,5099,"178383","1","MCLENNAN COUNTY EMPLOYEES","WACO","TX",,48,"76701",309,17,8800,"","215 NORTH 5TH STREET; SUITE 224","2 ","N",1,1955,"06  ",0,1/1/1955 0:00:00,3,0
10465,6/30/2019 0:00:00,5101,"744984","1","UNIVERSITY OF HAWAII","Honolulu","HI",,15,"96823",3,1,3320," ","PO Box 22070","3 ","M",3,1955,"34  ",0,1/1/1955 0:00:00,6,0
10481,6/30/2019 0:00:00,5112,"794484","1","MCMURREY","TYLER","TX",,48,"75712-4575",423,1,8640,"","P.O. BOX 4575","2 ","C",2,1955,"11  ",0,1/1/1955 0:00:00,3,0
10502,6/30/2019 0:00:00,5122,"746689","1","YANTIS","YANTIS","TX",,48,"75497",499,5,9998,"","PO BOX 267","2 ","C",6,1955,"66  ",0,1/1/1955 0:00:00,3,0
10509,6/30/2019 0:00:00,5126,"764281","1","S E L H","Mandeville","LA",,22,"70470-8709",103,1,5560,"","P.O. Box 8709","2 ","I",1,1955,"51  ",1,1/1/1955 0:00:00,2,0
10511,6/30/2019 0:00:00,5127,"795388","1","SELFRELIANCE BALTO","BALTIMORE","MD",,24,"21224-3612",510,3,720,"","2345 EASTERN AVENUE","1 ","C",10,1955,"54  ",0,1/1/1955 0:00:00,3,0
10515,6/30/2019 0:00:00,5129,"826086","1","NEW ORLEANS CLERK & CHECKERS","METAIRIE","LA",,22,"70005-2605",51,1,5560," ","651 BONNABEL BLVD","2 ","I",1,1955,"02  ",0,1/1/1955 0:00:00,2,0
10520,6/30/2019 0:00:00,5132,"180582","1","ALDERSON FCI","Alderson","WV",,54,"24910",25,3,9998,"","P. O. Box A","1 ","P",10,1955,"00  ",1,9/12/1955 0:00:00,2,0
10551,6/30/2019 0:00:00,5147,"858087","1","SCURRY COUNTY SCHOOL","SNYDER","TX",,48,"79549",415,19,9998,"SNYDER HIGH SCHOOL","1903 40TH ST","2 ","N",4,1955,"34  ",1,1/1/1955 0:00:00,2,0
10572,6/30/2019 0:00:00,5158,"828183","1","FITZSIMONS","AURORA","CO",,8,"80045-7505",1,6,2080,"FEDERAL CREDIT UNION","2201 N FITZSIMONS PKWY","3 ","E",4,1955,"00  ",1,1/1/1955 0:00:00,5,0
10577,6/30/2019 0:00:00,5162,"182689","1","BIG SPRING EDUCATION EMPLOYEES","BIG SPRING","TX",,48,"79721",227,19,9998,"","PO BOX 1110","2 ","N",5,1955,"66  ",0,1/1/1955 0:00:00,4,0
10580,6/30/2019 0:00:00,5165,"195483","1","U-1ST COMMUNITY","CARLSBAD","NM",,35,"88220-5805",15,2,9998,"","601 N CANAL ST","3 ","F",7,1955,"00  ",1,1/1/1955 0:00:00,3,0
10585,6/30/2019 0:00:00,5168,"859682","1","LINCONE","LINCOLN","NE",,31,"68503-0659",109,1,4360,"","PO BOX 30659","3 ","D",3,1955,"00  ",0,1/1/1955 0:00:00,5,0
10600,6/30/2019 0:00:00,5172,"767581","1","AIR ACADEMY","Colorado Spring","CO",,8,"80962-2910",41,5,1720,"","PO Box 62910","3 ","F",3,1955,"35  ",0,10/25/1955 0:00:00,6,0
10613,6/30/2019 0:00:00,5178,"197580","1","NIAGARA FALLS A F","NIAGARA FALLS","NY",,36,"14304-5066",63,27,1280,"","2420 OLMSTEAD ST","1 ","M",4,1955,"05  ",0,1/1/1955 0:00:00,3,0
10614,6/30/2019 0:00:00,5179,"768083","1","KEARNY MUNICIPAL EMPLOYEES","KEARNY","NJ",,34,"07032",17,9,3640,"","645 KEARNY AVE","1 ","D",4,1955,"06  ",0,1/1/1955 0:00:00,2,0
10623,6/30/2019 0:00:00,5184,"183882","1","WELLESLEY MUNICIPAL EMPLOYEES","wELLESLEY","MA",,25,"02482",21,4,9999,"","1 HOLLIS ST Ste 105","1 ","B",4,1955,"36  ",0,1/1/1955 0:00:00,3,0
10636,6/30/2019 0:00:00,5189,"892184","1","BRUNSWICK COUNTY TEACHERS","LAWRENCEVILLE","VA",,51,"23868",25,5,9998,"","P O BOX 23","1 ","S",9,1955,"34  ",1,1/1/1955 0:00:00,1,0
10640,6/30/2019 0:00:00,5191,"861087","1","CUSA","COVINGTON","LA",,22,"70433",103,1,5560,"","100 NORTHPARK BLVD","2 ","I",1,1955,"49  ",1,1/1/1955 0:00:00,3,0
10648,6/30/2019 0:00:00,5195,"184786","1","MARYKNOLL OF L A","Los Angeles","CA",,6,"90012",37,34,4480,"","222 S Hewitt St","3 ","N",7,1955,"01  ",0,1/1/1955 0:00:00,1,0
10666,6/30/2019 0:00:00,5206,"770282","1","GRAND HERITAGE","LAPORTE","IN",,18,"46350-2576",91,2,9998,"","201 KOOMLER DR","2 ","L",7,1955,"00  ",1,11/28/1955 0:00:00,3,0
10671,6/30/2019 0:00:00,5209,"200985","1","GREATER PITTSBURGH","Pittsburgh","PA",,42,"15213",3,14,6280,"WEBSTER HALL","4415 Fifth Avenue, Webster Hall","1 ","O",4,1955,"34  ",0,1/1/1955 0:00:00,4,0
10676,6/30/2019 0:00:00,5210,"832087","1","KNOX COUNTY TEACHERS","KNOXVILLE","TN",,47,"37918-5310",93,2,3840,"","6821 MAYNARDVILLE PIKE","2 ","G",1,1955,"34  ",1,1/1/1955 0:00:00,3,0
10684,6/30/2019 0:00:00,5212,"800880","1","MERIDIA COMMUNITY","HAMBURG","NY",,36,"14075",29,27,1280,"","4500 SOUTHWESTERN BLVD","1 ","M",5,1955,"00  ",0,1/1/1955 0:00:00,4,0
10687,6/30/2019 0:00:00,5213,"185989","1","HORIZON","WILLIAMSPORT","PA",,42,"17701",81,12,9140,"","2849 REACH RD","1 ","C",6,1955,"66  ",1,1/1/1955 0:00:00,4,0
10690,6/30/2019 0:00:00,5215,"186481","1","FAYETTE FEDERAL EMPLOYEES","UNIONTOWN","PA",,42,"15401",51,9,6280,"","364 MORGANTOWN ST","1 ","P",6,1955,"06  ",1,1/1/1955 0:00:00,3,0
10695,6/30/2019 0:00:00,5217,"893789","1","MORGANTOWN A E S","Morgantown","WV",,54,"26505",61,1,9998,"","1133 Van Voorhis Rd","1 ","P",6,1955,"36  ",1,12/8/1955 0:00:00,3,0
10696,6/30/2019 0:00:00,5218,"832489","1","EDUCATIONAL SYSTEMS","GREENBELT","MD",,24,"20768-0179",33,5,8840,"","P.O. BOX 179","1 ","T",8,1955,"34  ",0,1/1/1955 0:00:00,6,0
10699,6/30/2019 0:00:00,5219,"770983","1","SAN ANTONIO CITIZENS","SAN ANTONIO","FL",,12,"33576",101,12,8280,"","12542 CURLEY ST","2 ","B",10,1955,"00  ",1,1/1/1955 0:00:00,5,0
10704,6/30/2019 0:00:00,5222,"863586","1","P C","PORT ALLEGANY","PA",,42,"16743-1105",83,5,9998,"","203 N MAIN ST, P O BOX 39","1 ","N",7,1955,"98  ",1,1/1/1955 0:00:00,2,0
10706,6/30/2019 0:00:00,5223,"771485","1","COMMUNITIES OF ABILENE","ABILENE","TX",,48,"79603",441,19,40,"","3661 N 6TH ST","2 ","N",7,1955,"00  ",1,1/1/1955 0:00:00,5,0
10709,6/30/2019 0:00:00,5225,"186883","1","UTAH COMMUNITY","Provo","UT",,49,"84604",49,3,6520,"","188 West Riverpark Drive","3 ","H",5,1955,"00  ",1,12/15/1955 0:00:00,6,0
10720,6/30/2019 0:00:00,5230,"203584","1","NORTH PENN","COLMAR","PA",,42,"18915-9778",91,8,6160,"P.O BOX  527","123 BETHLEHEM PIKE, P.O.BOX 527","1 ","I",8,1955,"52  ",0,1/1/1955 0:00:00,3,0
10728,6/30/2019 0:00:00,5235,"771887","1","LEWISTON PORTER","YOUNGSTOWN","NY",,36,"14174",63,27,5700,"","4061 CREEK RD","1 ","M",3,1956,"34  ",0,1/1/1956 0:00:00,3,0
10729,6/30/2019 0:00:00,5236,"864789","1","THE NEW HAVEN POLICE AND MUNICIPAL","New Haven","CT",,9,"06519",9,3,5480,"","1 Union Ave","1 ","K",8,1956,"06  ",0,1/1/1956 0:00:00,2,0
10739,6/30/2019 0:00:00,5244,"895185","1","ANDREWS SCHOOL","Andrews","TX",,48,"79714-2049",3,11,9998,"","PO Box 2049","2 ","N",3,1956,"04  ",0,1/1/1956 0:00:00,2,0
10741,6/30/2019 0:00:00,5246,"834184","1","PUBLIC SERVICE E.D. TRENTON","MERCERVILLE","NJ",,34,"08619",21,12,8480,"","PO BOX 3365","1 ","E",2,1956,"23  ",0,1/1/1956 0:00:00,2,0
10746,6/30/2019 0:00:00,5249,"772389","1","UPSTATE TELCO","GLOVERSVILLE","NY",,36,"12078",35,21,9998,"","137 HARRISON STREET","1 ","J",6,1956,"23  ",0,1/1/1956 0:00:00,2,0
10749,6/30/2019 0:00:00,5250,"207386","1","S. W. E.","LAIRD HILL","TX",,48,"75666-0247",183,1,4420,"","PO BOX 247","2 ","C",8,1956,"10  ",1,1/1/1956 0:00:00,1,0
10754,6/30/2019 0:00:00,5253,"803489","1","TYNDALL","PANAMA CITY","FL",,12,"32412",5,2,6015,"","PO BOX 59760","2 ","B",2,1956,"35  ",1,1/1/1956 0:00:00,6,0
10756,6/30/2019 0:00:00,5255,"834586","1","FIRST LINCOLN","LINCOLN","NE",,31,"68505",109,1,4360,"","PO BOX 5872","3 ","D",7,1956,"00  ",1,1/1/1956 0:00:00,3,0
10763,6/30/2019 0:00:00,5260,"865683","1","ELECTRICAL WORKERS NO 22","OMAHA","NE",,31,"68127-1414",55,2,5920,"","8960 L ST STE 102","3 ","D",4,1956,"02  ",0,1/1/1956 0:00:00,3,0
10767,6/30/2019 0:00:00,5264,"189482","1","PEOPLES IND CHURCH","LOS ANGELES","CA",,6,"90043",37,37,4480,"","5856 WEST BLVD","3 ","O",3,1956,"01  ",1,1/1/1956 0:00:00,1,0
10772,6/30/2019 0:00:00,5266,"773984","1","LAKES","MONTICELLO","IN",,18,"47960-1537",181,4,9998,"","106 RICKEY RD","2 ","L",11,1956,"00  ",0,1/24/1956 0:00:00,3,0
10773,6/30/2019 0:00:00,5267,"804682","1","STRATTON AIR NATIONAL GUARD","SCOTIA","NY",,36,"12302",93,20,160,"","1 AIR NATIONAL GUARD RD, SCOTIA","1 ","J",6,1956,"05  ",0,1/1/1956 0:00:00,1,0
10776,6/30/2019 0:00:00,5268,"208981","1","TEACHERS ALLIANCE","LONGVIEW","TX",,48,"75606",183,1,4420,"","P.O. BOX 1805","2 ","C",8,1956,"34  ",1,1/1/1956 0:00:00,1,0
10778,6/30/2019 0:00:00,5270,"835789","1","H A L E","Indianapolis","IN",,18,"46216-2063",97,5,3480,"","5745 Lee Rd","2 ","L",4,1956,"24  ",1,1/31/1956 0:00:00,1,0
10779,6/30/2019 0:00:00,5271,"805184","1","LINN - CO","LEBANON","OR",,41,"97355",43,4,9998,"","PO BOX 265","3 ","J",10,1956,"00  ",1,1/1/1956 0:00:00,5,0
10790,6/30/2019 0:00:00,5276,"209885","1","SOLANO FIRST","FAIRFIELD","CA",,6,"94533",95,3,8720,"","P.O.BOX 5040","3 ","T",1,1956,"00  ",1,2/3/1956 0:00:00,5,0
10794,6/30/2019 0:00:00,5278,"805586","1","THE COUNTY","Presque Isle","ME",,23,"04769",3,2,9998,"","110 Carmichael St","1 ","U",8,1956,"00  ",1,2/8/1956 0:00:00,5,0
10799,6/30/2019 0:00:00,5282,"190787","1","LONGSHOREMEN'S LOCAL 4","VANCOUVER","WA",,53,"98666",11,3,8725,"","PO BOX 61629","3 ","I",9,1956,"98  ",0,1/1/1956 0:00:00,3,0
10800,6/30/2019 0:00:00,5283,"211280","1","THE HEALTH & EDUCATION","Lexington","KY",,21,"40511-1829",67,6,4280,"","424 Park Pl","2 ","G",4,1956,"51  ",0,1/1/1956 0:00:00,4,0
10803,6/30/2019 0:00:00,5285,"210788","1","ISRAEL MEMORIAL A M E","Newark","NJ",,34,"07108",13,10,5640,"","54 Lincoln Street","1 ","E",7,1956,"01  ",0,1/1/1956 0:00:00,1,0
10832,6/30/2019 0:00:00,5298,"775689","1","FORT SILL","LAWTON","OK",,40,"73502",31,4,4200,"","PO BOX 1527","2 ","C",7,1956,"00  ",1,1/1/1956 0:00:00,5,0
