"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
8197,6/30/2019 0:00:00,3838,"MOUNTAIN EMPIRE",6931,10/29/2018 0:00:00,3000,"Other","NCUA Community Development Revolving Loan Fund (CDRLF) Program","Program Grant"
8218,6/30/2019 0:00:00,3847,"CENTRAL ONE",71,4/30/2007 0:00:00,88850,"Other","Commonwealth of Massachusetts, Dept. of Workforce Development, Div. of Career Services","Not Collected"
8218,6/30/2019 0:00:00,3847,"CENTRAL ONE",4334,12/12/2014 0:00:00,5000,"Other","Massachusetts Workforce Training Fund","Program Grant"
8218,6/30/2019 0:00:00,3847,"CENTRAL ONE",4335,9/26/2014 0:00:00,5000,"Other","Massachusetts Workforce Training Fund","Program Grant"
8218,6/30/2019 0:00:00,3847,"CENTRAL ONE",4336,9/9/2014 0:00:00,5000,"Other","Massachusetts Workforce Training Fund","Program Grant"
8218,6/30/2019 0:00:00,3847,"CENTRAL ONE",4337,5/2/2014 0:00:00,5000,"Other","Massachusetts Workforce Training Fund","Program Grant"
8218,6/30/2019 0:00:00,3847,"CENTRAL ONE",6875,10/10/2018 0:00:00,123200,"Other","Massachusetts Workforce Training Fund","Program Grant"
8625,6/30/2019 0:00:00,4051,"ERIE FIREFIGHTERS",117,6/15/2008 0:00:00,500,"Association of Credit Union Leagues",,"Program Grant"
8625,6/30/2019 0:00:00,4051,"ERIE FIREFIGHTERS",118,1/15/2009 0:00:00,2500,"Association of Credit Union Leagues",,"Program Grant"
8625,6/30/2019 0:00:00,4051,"ERIE FIREFIGHTERS",3969,9/25/2014 0:00:00,1080,"Other","PA CU Foundation","Program Grant"
8625,6/30/2019 0:00:00,4051,"ERIE FIREFIGHTERS",5795,3/3/2017 0:00:00,2000,"Other","PA CU Foundation","Program Grant"
8625,6/30/2019 0:00:00,4051,"ERIE FIREFIGHTERS",6754,10/29/2018 0:00:00,5900,"Other","NCUA CDRLF","Program Grant"
8626,6/30/2019 0:00:00,4052,"ERIE POLICE",611,1/1/2009 0:00:00,3000,"Association of Credit Union Leagues",,"Not Collected"
8667,6/30/2019 0:00:00,4073,"CP",5256,7/29/2016 0:00:00,5513,"Other","The Office of Small Credit Union Initiatives (OSCUI)","Program Grant"
8667,6/30/2019 0:00:00,4073,"CP",6404,3/5/2018 0:00:00,22500,"Other","Brownfield Redevelopment Authority Grant","Program Grant"
8667,6/30/2019 0:00:00,4073,"CP",6711,7/30/2018 0:00:00,19000,"Other","Michigan Credit Union Foundation","Program Grant"
8667,6/30/2019 0:00:00,4073,"CP",7189,5/7/2019 0:00:00,12000,"Other","Michigan Credit Union Foundation","Program Grant"
8687,6/30/2019 0:00:00,4086,"NORTH EAST WELCH",613,1/4/2009 0:00:00,3000,"Association of Credit Union Leagues",,"Not Collected"
8687,6/30/2019 0:00:00,4086,"NORTH EAST WELCH",614,5/26/2011 0:00:00,869,"Association of Credit Union Leagues",,"Not Collected"
8687,6/30/2019 0:00:00,4086,"NORTH EAST WELCH",3129,1/10/2013 0:00:00,5000,"Association of Credit Union Leagues",,"Not Collected"
8687,6/30/2019 0:00:00,4086,"NORTH EAST WELCH",3869,6/25/2014 0:00:00,5000,"Association of Credit Union Leagues",,"Program Grant"
8687,6/30/2019 0:00:00,4086,"NORTH EAST WELCH",6560,5/21/2018 0:00:00,2500,"Association of Credit Union Leagues",,"Program Grant"
8701,6/30/2019 0:00:00,4095,"ELECTRICAL",4800,9/15/2015 0:00:00,2700,"Association of Credit Union Leagues",,"Program Grant"
8701,6/30/2019 0:00:00,4095,"ELECTRICAL",5722,1/12/2017 0:00:00,1650,"Association of Credit Union Leagues",,"Program Grant"
8701,6/30/2019 0:00:00,4095,"ELECTRICAL",6366,3/12/2018 0:00:00,229,"Association of Credit Union Leagues",,"Program Grant"
8701,6/30/2019 0:00:00,4095,"ELECTRICAL",6845,10/16/2018 0:00:00,240,"Association of Credit Union Leagues",,"Program Grant"
8701,6/30/2019 0:00:00,4095,"ELECTRICAL",6846,5/9/2018 0:00:00,540,"Association of Credit Union Leagues",,"Program Grant"
8701,6/30/2019 0:00:00,4095,"ELECTRICAL",6964,2/4/2019 0:00:00,438,"Association of Credit Union Leagues",,"Program Grant"
8701,6/30/2019 0:00:00,4095,"ELECTRICAL",7105,4/1/2019 0:00:00,900,"Association of Credit Union Leagues",,"Program Grant"
8709,6/30/2019 0:00:00,4100,"LAKESHORE",3602,4/9/2013 0:00:00,1136,"Other","MCUF","Program Grant"
8749,6/30/2019 0:00:00,4114,"SNAKE RIVER",1838,5/8/2012 0:00:00,4776,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
8752,6/30/2019 0:00:00,4117,"SIOUX VALLEY COOP",3085,8/15/2012 0:00:00,25000,"NCUA Technical Assistance Program",,"Not Collected"
8752,6/30/2019 0:00:00,4117,"SIOUX VALLEY COOP",3744,8/21/2014 0:00:00,1000,"NCUA Technical Assistance Program",,"Program Grant"
8752,6/30/2019 0:00:00,4117,"SIOUX VALLEY COOP",7005,10/29/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
8801,6/30/2019 0:00:00,4134,"AVANTI",93,6/24/2011 0:00:00,7500,"Community Development Financial Institutions Fund",,"Program Grant"
8801,6/30/2019 0:00:00,4134,"AVANTI",3407,8/27/2013 0:00:00,14250,"Community Development Financial Institutions Fund",,"Program Grant"
8812,6/30/2019 0:00:00,4139,"RIVER VALLEY COMMUNITY",3986,9/30/2014 0:00:00,1500,"Other","Cornerstone League","Program Grant"
8812,6/30/2019 0:00:00,4139,"RIVER VALLEY COMMUNITY",3987,8/1/2014 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
8825,6/30/2019 0:00:00,4147,"ALLEG-KISKI POSTAL",3440,8/27/2013 0:00:00,1200,"Other","OSCUI","Pass Through"
8840,6/30/2019 0:00:00,4154,"OLD SOUTH",112,7/17/2009 0:00:00,4270,"NCUA Technical Assistance Program",,"Not Collected"
8840,6/30/2019 0:00:00,4154,"OLD SOUTH",113,8/13/2010 0:00:00,1980,"NCUA Technical Assistance Program",,"Not Collected"
8854,6/30/2019 0:00:00,4160,"UKRAINIAN",4227,8/1/2014 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
8854,6/30/2019 0:00:00,4160,"UKRAINIAN",4758,7/31/2015 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
8854,6/30/2019 0:00:00,4160,"UKRAINIAN",5368,7/25/2016 0:00:00,15000,"NCUA Technical Assistance Program",,"Program Grant"
8854,6/30/2019 0:00:00,4160,"UKRAINIAN",6081,5/24/2017 0:00:00,4200,"National Credit Union Foundation",,"Program Grant"
8854,6/30/2019 0:00:00,4160,"UKRAINIAN",6911,10/29/2018 0:00:00,7800,"NCUA Technical Assistance Program",,"Program Grant"
8890,6/30/2019 0:00:00,4181,"DEPARTMENT OF PUBLIC SAFETY",3122,8/15/2012 0:00:00,6500,"Other","NCUA/OSCUI","Not Collected"
8890,6/30/2019 0:00:00,4181,"DEPARTMENT OF PUBLIC SAFETY",3922,6/30/2014 0:00:00,1500,"National Credit Union Foundation",,"Program Grant"
8905,6/30/2019 0:00:00,4186,"SUNBELT",6067,9/1/2017 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
8950,6/30/2019 0:00:00,4215,"ALL SOULS",83,8/5/2011 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
8975,6/30/2019 0:00:00,4225,"ALCO",3947,7/16/2014 0:00:00,2500,"New York State Credit Union Foundation",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",3567,12/6/2013 0:00:00,406,"Association of Credit Union Leagues",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",3681,2/20/2014 0:00:00,1200,"Association of Credit Union Leagues",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",3682,1/30/2014 0:00:00,550,"Association of Credit Union Leagues",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",4278,3/25/2015 0:00:00,1500,"Association of Credit Union Leagues",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",4279,2/12/2015 0:00:00,700,"Association of Credit Union Leagues",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",5007,2/22/2016 0:00:00,1000,"Association of Credit Union Leagues",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",5247,4/15/2016 0:00:00,1250,"Association of Credit Union Leagues",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",5639,3/23/2017 0:00:00,1250,"Association of Credit Union Leagues",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",5775,4/25/2017 0:00:00,1000,"Association of Credit Union Leagues",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",6460,4/25/2018 0:00:00,2250,"Association of Credit Union Leagues",,"Program Grant"
8987,6/30/2019 0:00:00,4230,"ARKANSAS HEALTH CENTER",7086,6/1/2019 0:00:00,1995,"Association of Credit Union Leagues",,"Program Grant"
9003,6/30/2019 0:00:00,4239,"MARKET USA",5017,3/1/2016 0:00:00,10000,"Other","Office of Small Credit Union intiatives","Program Grant"
9042,6/30/2019 0:00:00,4261,"WESTMORELAND WATER",120,4/7/2011 0:00:00,876,"Other","PCUA","Not Collected"
9042,6/30/2019 0:00:00,4261,"WESTMORELAND WATER",3425,8/27/2013 0:00:00,5000,"Association of Credit Union Leagues",,"Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",554,11/15/2011 0:00:00,2950,"Other","Grant Initiative of the Community Development Revolving Loan Fund","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",3308,6/12/2013 0:00:00,1947,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",3309,5/16/2013 0:00:00,1775,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",3310,1/23/2013 0:00:00,1373,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",3485,9/30/2013 0:00:00,1521,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",3627,11/12/2013 0:00:00,1694,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",3628,11/12/2013 0:00:00,1645,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",3923,6/20/2014 0:00:00,2000,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",3924,4/10/2014 0:00:00,2392,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",4778,9/3/2015 0:00:00,2000,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",4942,7/31/2015 0:00:00,24000,"Other","NCUA The Office of Small Credit Union Intitiatives","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",6696,5/1/2018 0:00:00,3000,"Other","Mountain West Credit Union Association","Program Grant"
9089,6/30/2019 0:00:00,4286,"UNIWYO",6697,4/9/2018 0:00:00,2611,"Other","Wyoming Workforce Development Training Grant","Program Grant"
9096,6/30/2019 0:00:00,4291,"GREATER WYOMING",4302,3/4/2015 0:00:00,5640,"Other","NCUA - LID","Program Grant"
9097,6/30/2019 0:00:00,4292,"ONE VISION",4063,8/1/2014 0:00:00,7500,"Other","NCUA-Office of Small Credit Union Initiatives (OSCUI)","Program Grant"
9099,6/30/2019 0:00:00,4294,"PINAL COUNTY",4177,7/9/2014 0:00:00,1350,"Association of Credit Union Leagues",,"Program Grant"
9107,6/30/2019 0:00:00,4300,"SOUTHERN CHAUTAUQUA",2069,10/15/2011 0:00:00,24000,"National Credit Union Foundation",,"Not Collected"
9107,6/30/2019 0:00:00,4300,"SOUTHERN CHAUTAUQUA",4179,10/9/2014 0:00:00,14789,"Other","IRS","Program Grant"
9107,6/30/2019 0:00:00,4300,"SOUTHERN CHAUTAUQUA",4709,7/31/2015 0:00:00,10000,"Other","NCUA OSCUI","Program Grant"
9107,6/30/2019 0:00:00,4300,"SOUTHERN CHAUTAUQUA",4710,7/1/2015 0:00:00,3500,"National Credit Union Foundation",,"Program Grant"
9107,6/30/2019 0:00:00,4300,"SOUTHERN CHAUTAUQUA",5712,1/10/2017 0:00:00,3000,"New York State Credit Union Foundation",,"Program Grant"
9107,6/30/2019 0:00:00,4300,"SOUTHERN CHAUTAUQUA",5806,5/1/2017 0:00:00,2000,"National Credit Union Foundation",,"Program Grant"
9107,6/30/2019 0:00:00,4300,"SOUTHERN CHAUTAUQUA",6776,10/1/2018 0:00:00,13000,"Other","IRS","Program Grant"
9111,6/30/2019 0:00:00,4303,"SHAMROCK FOODS",7091,5/8/2019 0:00:00,5000,"Other","Mountain West Credit Union Foundation","Program Grant"
9115,6/30/2019 0:00:00,4305,"HOTEL AND TRAVEL INDUSTRY",4256,8/1/2014 0:00:00,9000,"NCUA Technical Assistance Program",,"Program Grant"
9115,6/30/2019 0:00:00,4305,"HOTEL AND TRAVEL INDUSTRY",6940,10/29/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
9147,6/30/2019 0:00:00,4321,"MICHAEL BAKER INTERNATIONAL",3262,4/13/2013 0:00:00,5000,"Association of Credit Union Leagues",,"Not Collected"
9164,6/30/2019 0:00:00,4332,"CARTER",97,7/2/2009 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
9164,6/30/2019 0:00:00,4332,"CARTER",98,1/1/2010 0:00:00,90000,"Other","Federal Home Loan Bank","Pass Through"
9164,6/30/2019 0:00:00,4332,"CARTER",99,3/18/2010 0:00:00,2500,"NCUA Technical Assistance Program",,"Program Grant"
9164,6/30/2019 0:00:00,4332,"CARTER",100,8/19/2010 0:00:00,750000,"Community Development Financial Institutions Fund",,"Program Grant"
9164,6/30/2019 0:00:00,4332,"CARTER",101,6/9/2011 0:00:00,5000,"National Federation of Community Development CUs",,"Program Grant"
9164,6/30/2019 0:00:00,4332,"CARTER",102,6/30/2011 0:00:00,25000,"National Credit Union Foundation",,"Program Grant"
9164,6/30/2019 0:00:00,4332,"CARTER",3237,6/5/2013 0:00:00,24614,"National Credit Union Foundation",,"Program Grant"
9164,6/30/2019 0:00:00,4332,"CARTER",3238,7/16/2012 0:00:00,2500,"Other","Office of Small Credit Union Initiatives","Program Grant"
9164,6/30/2019 0:00:00,4332,"CARTER",4656,7/1/2015 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
9164,6/30/2019 0:00:00,4332,"CARTER",5251,9/27/2016 0:00:00,1650000,"Community Development Financial Institutions Fund",,"Program Grant"
9164,6/30/2019 0:00:00,4332,"CARTER",6866,10/29/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
9183,6/30/2019 0:00:00,4342,"AL GAR",123,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
9183,6/30/2019 0:00:00,4342,"AL GAR",5244,7/25/2016 0:00:00,5000,"Other","Office of Small Credit Union Initiatives","Program Grant"
9189,6/30/2019 0:00:00,4345,"TOLEDO METRO",6058,9/20/2017 0:00:00,6000,"Other","Ohio Credit Union League","Program Grant"
9189,6/30/2019 0:00:00,4345,"TOLEDO METRO",6059,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
9255,6/30/2019 0:00:00,4385,"WESTERN STATES REGIONAL",124,10/29/2008 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
9292,6/30/2019 0:00:00,4404,"CONSOLIDATED",5268,7/25/2016 0:00:00,15000,"Other","NCUA Office of Small CU Initiatives","Program Grant"
9292,6/30/2019 0:00:00,4404,"CONSOLIDATED",5941,8/30/2017 0:00:00,7500,"Other","Community Development Revolving Loan Fund Grant","Program Grant"
9292,6/30/2019 0:00:00,4404,"CONSOLIDATED",6807,11/5/2018 0:00:00,20000,"Other","Northwest Credit Union Foundation","Program Grant"
9292,6/30/2019 0:00:00,4404,"CONSOLIDATED",6808,10/29/2018 0:00:00,10000,"Other","Community Development Revolving Loan Fund Grant","Program Grant"
9292,6/30/2019 0:00:00,4404,"CONSOLIDATED",6809,10/26/2018 0:00:00,700000,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
9292,6/30/2019 0:00:00,4404,"CONSOLIDATED",7156,6/1/2019 0:00:00,90000,"Other","Northwest Credit Union Foundation","Subsidy for Risk or ALL"
9293,6/30/2019 0:00:00,4405,"YOLO",5627,7/25/2016 0:00:00,7000,"Other","OSCUI","Program Grant"
9300,6/30/2019 0:00:00,4409,"BOSSIER",4558,5/20/2015 0:00:00,6000,"NCUA Technical Assistance Program",,"Program Grant"
9348,6/30/2019 0:00:00,4435,"KATAHDIN",5344,6/25/2016 0:00:00,6000,"Other","OSCUI","Program Grant"
9348,6/30/2019 0:00:00,4435,"KATAHDIN",7182,7/5/2019 0:00:00,10000,"Other","OSCUI","Program Grant"
9370,6/30/2019 0:00:00,4449,"EVERYONE'S",556,8/31/2007 0:00:00,100000,"Community Development Financial Institutions Fund",,"Not Collected"
9370,6/30/2019 0:00:00,4449,"EVERYONE'S",557,5/18/2009 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
9370,6/30/2019 0:00:00,4449,"EVERYONE'S",558,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
9370,6/30/2019 0:00:00,4449,"EVERYONE'S",559,8/19/2010 0:00:00,400000,"Community Development Financial Institutions Fund",,"Not Collected"
9370,6/30/2019 0:00:00,4449,"EVERYONE'S",3818,9/13/2013 0:00:00,4000,"Other","NCUA Small CU Initiatives","Program Grant"
9376,6/30/2019 0:00:00,4453,"SOUTH COAST ILWU",4018,8/1/2014 0:00:00,7500,"Other","OSCUI","Program Grant"
9381,6/30/2019 0:00:00,4456,"GATHER",4253,12/3/2014 0:00:00,7500,"National Credit Union Foundation",,"Program Grant"
9445,6/30/2019 0:00:00,4503,"POTOMAC",126,2/18/2009 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
9445,6/30/2019 0:00:00,4503,"POTOMAC",127,6/15/2009 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
9445,6/30/2019 0:00:00,4503,"POTOMAC",1857,7/2/2012 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
9445,6/30/2019 0:00:00,4503,"POTOMAC",3370,8/27/2013 0:00:00,7880,"NCUA Technical Assistance Program",,"Program Grant"
9445,6/30/2019 0:00:00,4503,"POTOMAC",5022,7/31/2015 0:00:00,8240,"NCUA Technical Assistance Program",,"Program Grant"
9445,6/30/2019 0:00:00,4503,"POTOMAC",5934,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
9469,6/30/2019 0:00:00,4514,"MARISOL",560,9/15/2011 0:00:00,750000,"Community Development Financial Institutions Fund",,"Not Collected"
9469,6/30/2019 0:00:00,4514,"MARISOL",3863,3/1/2014 0:00:00,220000,"Other","Chase Bank","Program Grant"
9469,6/30/2019 0:00:00,4514,"MARISOL",4357,1/1/2015 0:00:00,750000,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
9469,6/30/2019 0:00:00,4514,"MARISOL",6368,1/1/2018 0:00:00,776500,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
9479,6/30/2019 0:00:00,4520,"VA PITTSBURGH EMPLOYEES",4996,2/10/2016 0:00:00,3418,"Other","The Pennsylvania Credit Union Foundation","Program Grant"
9483,6/30/2019 0:00:00,4522,"IBEW & UNITED WORKERS",5528,7/25/2016 0:00:00,7000,"Other","Office of Small Credit Union Initiatives","Program Grant"
9483,6/30/2019 0:00:00,4522,"IBEW & UNITED WORKERS",6837,10/29/2018 0:00:00,10000,"Other","Office of Small Credit Union Initiatives","Program Grant"
9496,6/30/2019 0:00:00,4530,"SP TRAINMEN",6446,5/22/2018 0:00:00,1500,"Other","Cornerstone CU Foundation","Program Grant"
9512,6/30/2019 0:00:00,4542,"FIRESTONE LAKE CHARLES",4437,4/2/2015 0:00:00,4000,"National Credit Union Foundation",,"Program Grant"
9517,6/30/2019 0:00:00,4545,"CHEN-DEL-O",3232,5/14/2013 0:00:00,2500,"New York State Credit Union Foundation",,"Program Grant"
9517,6/30/2019 0:00:00,4545,"CHEN-DEL-O",3233,4/11/2013 0:00:00,469,"New York State Credit Union Foundation",,"Program Grant"
9517,6/30/2019 0:00:00,4545,"CHEN-DEL-O",3756,3/28/2014 0:00:00,469,"New York State Credit Union Foundation",,"Program Grant"
9517,6/30/2019 0:00:00,4545,"CHEN-DEL-O",3963,9/26/2014 0:00:00,99,"New York State Credit Union Foundation",,"Program Grant"
9517,6/30/2019 0:00:00,4545,"CHEN-DEL-O",6982,3/29/2019 0:00:00,3000,"New York State Credit Union Foundation",,"Program Grant"
9518,6/30/2019 0:00:00,4546,"EASTMILL",4690,7/29/2015 0:00:00,7500,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
9518,6/30/2019 0:00:00,4546,"EASTMILL",5338,7/25/2016 0:00:00,5500,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
9518,6/30/2019 0:00:00,4546,"EASTMILL",6896,10/29/2018 0:00:00,7500,"Other","NCUA Community Development Revolving Loan Fund Grant Award","Program Grant"
9527,6/30/2019 0:00:00,4553,"F A B CHURCH",7171,4/11/2019 0:00:00,3965,"Association of Credit Union Leagues",,"Capital- unrestricted donation to equity"
9552,6/30/2019 0:00:00,4568,"APC EMPLOYEES",1030,2/14/2012 0:00:00,2250,"Association of Credit Union Leagues",,"Not Collected"
9552,6/30/2019 0:00:00,4568,"APC EMPLOYEES",3086,9/13/2012 0:00:00,5000,"Association of Credit Union Leagues",,"Not Collected"
9552,6/30/2019 0:00:00,4568,"APC EMPLOYEES",7168,2/16/2019 0:00:00,200,"Association of Credit Union Leagues",,"Program Grant"
9567,6/30/2019 0:00:00,4577,"COMMFIRST",4488,4/2/2015 0:00:00,3000,"National Credit Union Foundation",,"Program Grant"
9602,6/30/2019 0:00:00,4598,"G.H.S.",5362,7/28/2016 0:00:00,12248,"Other","NCUA","Program Grant"
9602,6/30/2019 0:00:00,4598,"G.H.S.",6879,10/29/2018 0:00:00,10000,"Other","NCUA  CURES","Program Grant"
9799,6/30/2019 0:00:00,4702,"ROCKET",3690,12/23/2014 0:00:00,1820,"Other","Cornerstone Credit Union Foundatio","Program Grant"
9799,6/30/2019 0:00:00,4702,"ROCKET",4270,7/10/2015 0:00:00,775,"Other","Cornerstone Credit Union Foundation","Program Grant"
9799,6/30/2019 0:00:00,4702,"ROCKET",4271,7/10/2015 0:00:00,2000,"Other","Cornerstone Credit Union Foundation","Program Grant"
9799,6/30/2019 0:00:00,4702,"ROCKET",4413,9/18/2015 0:00:00,1500,"Other","NCUA/OSCUI","Program Grant"
9799,6/30/2019 0:00:00,4702,"ROCKET",6187,10/1/2017 0:00:00,1000,"Other","Cornerstone Credit Union League","Program Grant"
9807,6/30/2019 0:00:00,4707,"MT CARMEL CHURCH",4681,4/19/2015 0:00:00,1300,"Association of Credit Union Leagues",,"Program Grant"
9807,6/30/2019 0:00:00,4707,"MT CARMEL CHURCH",4883,11/15/2015 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
9807,6/30/2019 0:00:00,4707,"MT CARMEL CHURCH",5290,4/16/2016 0:00:00,1750,"Association of Credit Union Leagues",,"Program Grant"
9807,6/30/2019 0:00:00,4707,"MT CARMEL CHURCH",5975,6/4/2017 0:00:00,1250,"Association of Credit Union Leagues",,"Program Grant"
