name,city,state,zip,address,regulator,type,website,rssd
HIDDEN RIVER,Pottsville,PA,17901-1834,60 Westwood Rd,ncua,Federally Insured State-Chartered Credit Union,http://www.hdriver.org,41393
OUR FAMILY SOCIAL,OMAHA,NE,68124,2510 S 84TH ST,ncua,Federally Insured State-Chartered Credit Union,,113795
K.C. AREA,KANSAS CITY,MO,64106,PO BOX 15566,ncua,Federally Insured State-Chartered Credit Union,http://www.kcareacu.com,112190
FAMILY HORIZONS,Indianapolis,IN,46219,6665 E 21st St,ncua,Federally Insured State-Chartered Credit Union,http://www.familyhorizons.com,117999
DES MOINES FIRE DEPARTMENT,DES MOINES,IA,50309,1330 MULBERRY,ncua,Federally Insured State-Chartered Credit Union,,116394
LINXUS,MACHESNEY PARK,IL,61115-1660,1405 W LANE RD STE A,ncua,Federally Insured State-Chartered Credit Union,http://www.linxuscu.org,120298
H.B.I. EMPLOYEES,SAINT PAUL,MN,55114,3415 UNIVERSITY AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.hbicu.com,738992
A.S.H. EMPLOYEES,ANNA,IL,62906,PO BOX 644,ncua,Federally Insured State-Chartered Credit Union,,143297
UNIVERSAL 1,DAYTON,OH,45409-2104,1 RIVER PARK DR,ncua,Federally Insured State-Chartered Credit Union,http://www.universal1cu.org,150893
UNIVERSAL,INDEPENDENCE,KS,67301,117 S 8TH ST,ncua,Federally Insured State-Chartered Credit Union,,158198
RIVER COMMUNITY,OTTUMWA,IA,52501,644 W 2ND STREET,ncua,Federally Insured State-Chartered Credit Union,http://www.rivercommunitycu.org,325691
QUAKER OATS,CEDAR RAPIDS,IA,52402,3535 CENTER POINT RD NE,ncua,Federally Insured State-Chartered Credit Union,http://www.quakeroatscu.com,265591
METROPOLITAN SERVICES,SAINT PAUL,MN,55106-5849,475 ETNA ST STE 10,ncua,Federally Insured State-Chartered Credit Union,http://www.mymscu.org,267698
GAS AND ELECTRIC,ROCK ISLAND,IL,61201,2300 4TH AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.gaselectriccu.com,511999
HEALTHCARE FIRST CREDIT UNION,JOHNSTOWN,PA,15905-4310,1152 FRANKLIN STREET,ncua,Federally Insured State-Chartered Credit Union,http://www.healthcarefirstcu.com,389992
OKLAHOMA'S,OKLAHOMA CITY,OK,73124,PO BOX 24027,ncua,Federally Insured State-Chartered Credit Union,http://www.okcu.org,576792
POLK COUNTY,DES MOINES,IA,50309-2219,"111 COURT AVE STE 110, ADMINISTRATI",ncua,Federally Insured State-Chartered Credit Union,http://www.polkcountycreditunion.co,394398
GAS & ELECTRIC EMPLOYEES,mason city,IA,50401,1602 S Monroe Ave,ncua,Federally Insured State-Chartered Credit Union,,516695
SIUE,Edwardsville,IL,62026,Box 1069 SIUE,ncua,Federally Insured State-Chartered Credit Union,http://www.siuecu.org,280192
NIKKEI,GARDENA,CA,90248,18425 S WESTERN AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.nikkeicu.org,281797
ST. LUDMILA S,CEDAR RAPIDS,IA,52404,2107 J ST. SW,ncua,Federally Insured State-Chartered Credit Union,,396495
NOVATION,OAKDALE,MN,55128-7151,500 IMPERIAL AVE N,ncua,Federally Insured State-Chartered Credit Union,http://www.Novation.org,580696
COMMUNITY CHOICE,JOHNSTON,IA,50131,6163 NW 86TH ST,ncua,Federally Insured State-Chartered Credit Union,http://comchoicecu.org,288590
UNITE,CEDAR FALLS,IA,50613-5022,802 WEST 29TH STREET,ncua,Federally Insured State-Chartered Credit Union,http://www.unite-cu.org,285991
SUNWEST EDUCATIONAL,PUEBLO,CO,81005,4141 SOVEREIGN CIR,ncua,Federally Insured State-Chartered Credit Union,http://sunwestecu.com,583295
LAKE SUPERIOR,ONTONAGON,MI,49953-1620,P.O. BOX 38,ncua,Federally Insured State-Chartered Credit Union,http://www.lscu.virtualcu.net,179090
HOLY ROSARY,ROCHESTER,NH,03866-2078,PO BOX 2078,ncua,Federally Insured State-Chartered Credit Union,http://www.hrcu.org,522696
"CENTRAL VERMONT MEDICAL CENTER,INC.",BARRE,VT,5641,"130 FISHER RD-BERLIN, PO BOX 547",ncua,Federally Insured State-Chartered Credit Union,http://www.cvmccu.org,291992
ST. PATRICK S PARISH,Fairfield,VT,5455,PO Box 21,ncua,Federally Insured State-Chartered Credit Union,,180395
MC CLATCHY EMPLOYEES,SACRAMENTO,CA,95852,P.O. BOX 15779,ncua,Federally Insured State-Chartered Credit Union,http://www.mcclatchyecu.com,462596
OPTIONS,LITTLETON,CO,80127,"5935 S ZANG ST, UNIT 4",ncua,Federally Insured State-Chartered Credit Union,http://www.optionscreditunion.com,297190
ALLUS CREDIT UNION,SALINAS,CA,93906,1410 N MAIN ST,ncua,Federally Insured State-Chartered Credit Union,http://www.alluscu.com,296698
ST. ATHANASIUS,JESUP,IA,50648,1255 3RD STREET,ncua,Federally Insured State-Chartered Credit Union,,304799
SERVE,DES MOINES,IA,50309-2010,423 E COURT AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.servecu.org,530794
RIVERSET CREDIT UNION,Pittsburgh,PA,15203,1700 Jane St,ncua,Federally Insured State-Chartered Credit Union,http://www.riverset.com,406693
UNITED ASSOCIATION,CONCORD,CA,94518,935 DETROIT AVE,ncua,Federally Insured State-Chartered Credit Union,http://UNITEDASSOCIATIONCU.ORG,531296
TOWN AND COUNTRY,Harlan,IA,51537,1414 Chatburn Ave,ncua,Federally Insured State-Chartered Credit Union,http://www.towncountrycu.com,311292
CENTRAL ILLINOIS,champaign,IL,61821,2106 w john st,ncua,Federally Insured State-Chartered Credit Union,http://www.cicu.com,535490
WATERLOO FIREMEN'S,Waterloo,IA,50703,425 E 3rd St,ncua,Federally Insured State-Chartered Credit Union,,317593
MORRISON EMPLOYEES,DUBUQUE,IA,52001,66 WEST 32ND ST,ncua,Federally Insured State-Chartered Credit Union,,537597
CINCINNATI EMPLOYEES,HARRISON,OH,45030,"1003 HARRISON AVE., SUITE 200",ncua,Federally Insured State-Chartered Credit Union,http://www.cintiecu.org,194794
NATCO,RICHMOND,IN,47375-0817,P O BOX 817,ncua,Federally Insured State-Chartered Credit Union,http://www.natcocu.org,321497
WILLIAMSPORT TEACHERS,SOUTH WILLIAMSP,PA,17702-7266,302 MATTHEWS BLVD,ncua,Federally Insured State-Chartered Credit Union,http://www.williamsportteacherscu.c,323594
PARISH MEMBERS,Metamora,IL,61548,PO Box 947,ncua,Federally Insured State-Chartered Credit Union,http://www.parishcu.com,47694
PILGRIM BAPTIST,CHICAGO,IL,60616-3839,3300 S. INDIANA AVE.,ncua,Federally Insured State-Chartered Credit Union,,419497
CENT,Mason City,IA,50401-3219,25 W State ST,ncua,Federally Insured State-Chartered Credit Union,http://www.centcu.org,198998
BURLINGTON MUNICIPAL EMPLOYEES,Burlington,IA,52601-5515,418 Valley St,ncua,Federally Insured State-Chartered Credit Union,http://MYBMECU.COM,52090
HOLY GHOST PARISH,DUBUQUE,IA,52001,66 W 32ND ST,ncua,Federally Insured State-Chartered Credit Union,,200798
INDUSTRIAL EMPLOYEES,Centerville,IA,52544,1513 S 18th St,ncua,Federally Insured State-Chartered Credit Union,http://industrialemployeescu.com,358895
SPRINGFIELD FIREFIGHTERS,Springfield,IL,62702-1200,2401 Peoria Rd,ncua,Federally Insured State-Chartered Credit Union,,56294
STATE EMPLOYEES COMMUNITY,ALTON,IL,62002,4500 COLLEGE AVENUE,ncua,Federally Insured State-Chartered Credit Union,http://www.state-employeescu.com,606297
ENVISTA,TOPEKA,KS,66614-4528,3626 SW WANAMAKER RD,ncua,Federally Insured State-Chartered Credit Union,http://www.envistacu.com,425498
KEYPOINT,Santa Clara,CA,95051,2805 Bowers Ave,ncua,Federally Insured State-Chartered Credit Union,https://www.kpcu.com,550091
ARMCO,BUTLER,PA,16003-1589,P.O. BOX 1589,ncua,Federally Insured State-Chartered Credit Union,http://www.armcocu.com,365398
UPWARD,Burlingame,CA,94010-3106,1860 El Camino Real Ste 100,ncua,Federally Insured State-Chartered Credit Union,http://www.upwardcu.org,614395
ILLINOIS EDUCATORS,Springfield,IL,62703-2521,1420 S 8th Street,ncua,Federally Insured State-Chartered Credit Union,http://www.iecumember.org,367495
SALEM SCHOOL SYSTEM,Salem,IL,62881-0456,P.O. Box 456,ncua,Federally Insured State-Chartered Credit Union,http://www.salemschoolscreditunion.,618599
FRANKLIN-OIL REGION CREDIT UNION,FRANKLIN,PA,16323-2343,101 NORTH 13TH ST,ncua,Federally Insured State-Chartered Credit Union,http://www.for-cu.com,81090
MCPHERSON CO-OP,MCPHERSON,KS,67460,P. O. 904,ncua,Federally Insured State-Chartered Credit Union,http://mcphersoncu.com,216191
MID AMERICAN,WICHITA,KS,67209-1845,8404 W KELLOGG DR,ncua,Federally Insured State-Chartered Credit Union,http://www.midamerican.coop,621991
TCP,RURAL HALL,NC,27045-9570,P O BOX 881,ncua,Federally Insured State-Chartered Credit Union,http://tcpcu.org,622493
COMMUNITY C.U. OF SO. HUMBOLDT,GARBERVILLE,CA,95542,757 REDWOOD DRIVE,ncua,Federally Insured State-Chartered Credit Union,http://www.ccush.org,499994
KAH,Keokuk,IA,52632,1600 Morgan St,ncua,Federally Insured State-Chartered Credit Union,,439897
FIRST NEBRASKA,OMAHA,NE,68134,10655 BEDFORD AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.firstnebraska.org,624590
ALABAMA RIVER,MONROEVILLE,AL,36461,PO BOX 907,ncua,Federally Insured State-Chartered Credit Union,http://www.arivercu.com,92890
BUCKS COUNTY EMPLOYEES,Doylestown,PA,18901-4318,55 E Court St,ncua,Federally Insured State-Chartered Credit Union,,222192
1ST ED CREDIT UNION,CHAMBERSBURG,PA,17201,1156 KENNEBEC DR,ncua,Federally Insured State-Chartered Credit Union,http://www.1edcu.org,94997
HEALTHCARE ASSOCIATES,Naperville,IL,60563-9339,1151 E Warrenville Road,ncua,Federally Insured State-Chartered Credit Union,https://www.hacu.org,382096
SPRINGFIELD CITY EMPLOYEES,Springfield,IL,62701-1308,300 S 7th St ste b4,ncua,Federally Insured State-Chartered Credit Union,http://www.scecu.org,97596
WESTERN ILLINOIS SCHOOL EMPLOYEES,QUINCY,IL,62301,1416 MAINE ST,ncua,Federally Insured State-Chartered Credit Union,http://WISECU.COM,444293
CARBONDALE HIGHWAY,Carbondale,IL,62903,PO Box 713,ncua,Federally Insured State-Chartered Credit Union,,566597
HOMETOWN,Shenandoah,IA,51601,"301 Maple St., #3",ncua,Federally Insured State-Chartered Credit Union,,446390
RIVERVIEW,SOUTH SAINT PAU,MN,55075-2421,115 HARDMAN AVE S,ncua,Federally Insured State-Chartered Credit Union,http://myrcu.com,104092
ENERGY PLUS,Indianapolis,IN,46221-1710,1230 W Morris St,ncua,Federally Insured State-Chartered Credit Union,http://www.energypluscu.org,105697
ECO,BIRMINGHAM,AL,35201,PO BOX 2385,ncua,Federally Insured State-Chartered Credit Union,http://www.ecocu.org,758093
MORTON,SOUTH HUTCHINSO,KS,67505-1319,121 MORTON DRIVE,ncua,Federally Insured State-Chartered Credit Union,http://MORTONCU.COM,50676
GUADALUPE PARISH,Antonito,CO,81120,P.O. Box 97,ncua,Federally Insured State-Chartered Credit Union,http://www.guadalupeparishcu.org,121398
ST. ELIZABETH,Northampton,PA,18067,1903 Main St,ncua,Federally Insured State-Chartered Credit Union,,760993
ST. JUDE,CHICAGO,IL,60606-5060,205 W MONROE ST FL 7,ncua,Federally Insured State-Chartered Credit Union,http://www.stjudecreditunion.org,831697
MEMBERS FIRST CREDIT UNION OF N.H.,MANCHESTER,NH,03105-0896,P.O. BOX 896,ncua,Federally Insured State-Chartered Credit Union,http://www.membersfirstnh.org,592596
COMMUNITY SPIRIT CREDIT UNION,LAWRENCEBURG,IN,47025-1116,160 INDUSTRIAL DRIVE,ncua,Federally Insured State-Chartered Credit Union,http://www.communityspiritcu.org,352491
MUNICIPAL EMPS CU OF OKLAHOMA CITY,OKLAHOMA CITY,OK,73102,101 N WALKER,ncua,Federally Insured State-Chartered Credit Union,http://WWW.MECUOKC.ORG,759894
STATE EMPLOYEES,SANTA FE,NM,87505-7607,813 SAINT MICHAELS DR,ncua,Federally Insured State-Chartered Credit Union,http://www.secunm.org,301293
AEGIS,Clinton,IA,52732,1200 N 2nd St,ncua,Federally Insured State-Chartered Credit Union,http://www.aegiscu.com,789396
NORTH PLATTE UNION PACIFIC EMPLOYEE,North Platte,NE,69101-2240,420 Rodeo Rd,ncua,Federally Insured State-Chartered Credit Union,http://www.upemployeescu.com,757797
SOUTH DIVISION,EVERGREEN PARK,IL,60805-1605,9122 S KEDZIE AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.sdcu.org,360599
JOLIET FIREFIGHTERS,JOLIET,IL,60431-4810,226 MEADOW WOOD DR,ncua,Federally Insured State-Chartered Credit Union,,639398
UNITED,COUNCIL BLUFFS,IA,51501,1900 WEST BROADWAY,ncua,Federally Insured State-Chartered Credit Union,http://www.unitedcreditunion.org,838799
LINCOLN S.D.A.,LINCOLN,NE,68506,4733 PRESCOTT,ncua,Federally Insured State-Chartered Credit Union,http://www.lincolnsdacu.org,1.003398e+06
SAINT NORBERT'S,PITTSBURGH,PA,15234,2559 KINGWOOD ST.,ncua,Federally Insured State-Chartered Credit Union,,719197
CEDAR FALLS COMMUNITY,CEDAR FALLS,IA,50613,PO BOX 1009,ncua,Federally Insured State-Chartered Credit Union,http://www.cfccu.org,45793
UNITED SAVINGS,FARGO,ND,58102,PO BOX 2308,ncua,Federally Insured State-Chartered Credit Union,http://www.unitedsavingscu.org,705592
AMERICAN 1,JACKSON,MI,49201,718 E MICHIGAN AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.american1cu.org,1.018945e+06
CREDIT UNION OF NEW JERSEY,EWING,NJ,8628,1301 PARKWAY AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.cunj.org,770095
TEAMSTERS LOCAL #238,Cedar Rapids,IA,52404,5050 J St SW,ncua,Federally Insured State-Chartered Credit Union,,776592
ST. MARY,Walsenburg,CO,81089,PO Box 266,ncua,Federally Insured State-Chartered Credit Union,,242097
WEXFORD COMMUNITY,CADILLAC,MI,49601,1021 N. MITCHEL ST,ncua,Federally Insured State-Chartered Credit Union,http://www.wexccu.com,501981
HEIGHTS AUTO WORKERS,CHICAGO HEIGHTS,IL,60411-4345,21540 COTTAGE GROVE AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.hawcu.com,711490
RIVERMARK COMMUNITY,BEAVERTON,OR,97008-7165,8505 SW CREEKSIDE PL,ncua,Federally Insured State-Chartered Credit Union,http://www.rivermarkcu.org,179689
MISSOURI,Columbia,MO,65205-1795,PO Box 1795,ncua,Federally Insured State-Chartered Credit Union,http://www.missouricu.org,292485
HIGH SIERRA,BISHOP,CA,93514,136 W LINE ST,ncua,Federally Insured State-Chartered Credit Union,,174590
BETHEL A.M.E. CHURCH,CHICAGO,IL,60653-3117,"4448 S MICHIGAN AVE, CHURCH EDUCATI",ncua,Federally Insured State-Chartered Credit Union,,369499
GALESBURG BURLINGTON,Galesburg,IL,61401,476 E South St,ncua,Federally Insured State-Chartered Credit Union,http://www.gbcu.net,299194
FREEDOM NORTHWEST,KAMIAH,ID,83536,PO BOX 68,ncua,Federally Insured State-Chartered Credit Union,http://fnwcu.org,435198
CONNECTICUT STATE EMPLOYEES,HARTFORD,CT,6106,84 WADSWORTH ST,ncua,Federally Insured State-Chartered Credit Union,http://CSECREDITUNION.COM,728199
CATHOLIC & COMMUNITY,Shiloh,IL,62221,1109 Hartman Lane,ncua,Federally Insured State-Chartered Credit Union,http://candccu.com,148591
B.E.A.,Bethalto,IL,62010,610 Texas Blvd,ncua,Federally Insured State-Chartered Credit Union,,685890
SERVICE PLUS,Moline,IL,61265,2110 53rd St,ncua,Federally Insured State-Chartered Credit Union,http://www.service-pluscu.org,687997
IRSE,Springfield,IL,62704,3101 Constitution Dr Ste 111,ncua,Federally Insured State-Chartered Credit Union,http://www.irsecu.org,595195
TEACHERS,Oklahoma CIty,OK,73107,2300 NW 23rd St,ncua,Federally Insured State-Chartered Credit Union,http://www.tcuok.org,1.01815e+06
NORTHERN COLORADO,GREELEY,CO,80631,2901 S 27TH AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.northerncoloradocu.org,238193
PIEDMONT,STATESVILLE,NC,28687,PO BOX 1307,ncua,Federally Insured State-Chartered Credit Union,http://www.piedmontcreditunionnc.co,752493
COGIC,LAFAYETTE,LA,70502,P. O. BOX 5057,ncua,Federally Insured State-Chartered Credit Union,,786199
WESTERRA,Denver,CO,80209,3700 E Alameda Ave,ncua,Federally Insured State-Chartered Credit Union,http://westerracu.com,235594
PINE TREE COMMUNITY,GRANGEVILLE,ID,83530,230 E MAIN ST,ncua,Federally Insured State-Chartered Credit Union,http://www.pinetreeccu.org,370392
ELECTROGAS,Alton,IL,62002,700 Oakwood Ave,ncua,Federally Insured State-Chartered Credit Union,,599399
NEW HAVEN COUNTY,NORTH HAVEN,CT,6473,450 UNIVERSAL DRIVE,ncua,Federally Insured State-Chartered Credit Union,http://www.nhccu.com,676197
NORTHWEST HILLS,Torrington,CT,6790,339 N Elm St,ncua,Federally Insured State-Chartered Credit Union,http://www.nwhcu.com,926799
NEBRASKA STATE EMPLOYEES,LINCOLN,NE,68509,PO BOX 95084,ncua,Federally Insured State-Chartered Credit Union,http://www.nsecu.org,942490
METROPOLITAN DISTRICT EMPLOYEES,HARTFORD,CT,6143,PO BOX 1348,ncua,Federally Insured State-Chartered Credit Union,http://www.mdecu.org,849991
DECATUR POSTAL,Decatur,IL,62523,214 N Franklin St Box 104-A,ncua,Federally Insured State-Chartered Credit Union,,796394
I.B.E.W. LOCAL #146,Decatur,IL,62526,3390 N Woodford St,ncua,Federally Insured State-Chartered Credit Union,http://www.ibew146cu.com,941390
DECATUR MEDICAL DENTAL,DECATUR,IL,62526,2721 N MAIN ST,ncua,Federally Insured State-Chartered Credit Union,http://dmdcu.virtualcu.net/,880798
OREGON COMMUNITY,EUGENE,OR,97401,PO BOX 77002,ncua,Federally Insured State-Chartered Credit Union,http://www.myoccu.org,603483
MWRD EMPLOYEES,CHICAGO,IL,60611-2829,100 E ERIE ST,ncua,Federally Insured State-Chartered Credit Union,http://mwrdecu.org,609597
MOUNTAIN GEM,NAMPA,ID,83653,PO BOX 309,ncua,Federally Insured State-Chartered Credit Union,http://www.mountaingemcu.org,438890
THE PEOPLES,Middletown,RI,2842,858 W Main Rd,ncua,Federally Insured State-Chartered Credit Union,http://www.peoplescu.com,47292
NEW HAVEN FIREFIGHTERS,NEW HAVEN,CT,6513,P.O. BOX 413,ncua,Federally Insured State-Chartered Credit Union,,738394
TAYLORVILLE SCHOOL EMPLOYEES,Taylorville,IL,62568,821 W Pauline St,ncua,Federally Insured State-Chartered Credit Union,,416393
PEORIA BELL,Peoria,IL,61615,8103 N University St,ncua,Federally Insured State-Chartered Credit Union,http://www.peoriabell.org,238595
MEA,Monticello,IL,61856,2 Sage Dr,ncua,Federally Insured State-Chartered Credit Union,,472296
AURORA POSTAL EMPLOYEES,Aurora,IL,60507-2662,P O Box 2662,ncua,Federally Insured State-Chartered Credit Union,,776293
CHICAGO MUNICIPAL EMPLOYEES,Chicago,IL,60603,"18 S Michigan Ave, Suite 1000",ncua,Federally Insured State-Chartered Credit Union,http://www.cmecuonline.org,298393
NORWALK HOSPITAL,NORWALK,CT,6850,31 1/2 STEVENS STREET,ncua,Federally Insured State-Chartered Credit Union,http://www.nohocu.org,395591
KASKASKIA VALLEY,Centralia,IL,62801,401 S Poplar St,ncua,Federally Insured State-Chartered Credit Union,http://mykvccu.org,619792
ROCKFORD BELL,LOVES PARK,IL,61111-8652,4225 N PERRYVILLE RD,ncua,Federally Insured State-Chartered Credit Union,http://WWW.RBCU.NET,378099
MERCER,Aledo,IL,61231,100 S.E. 3rd Ave,ncua,Federally Insured State-Chartered Credit Union,http://mercercreditunion.com,381491
COMMUNITY CHOICE,COMMERCE CITY,CO,80022,6921 E 72ND AV,ncua,Federally Insured State-Chartered Credit Union,http://www.yourbetterbankingchoice.,421089
STAMFORD HEALTHCARE,Stamford,CT,6902,166 W Broad St Ste T-02,ncua,Federally Insured State-Chartered Credit Union,http://www.shccu.org,334992
WAUKEGAN MUNICIPAL EMPLOYEES,WAUKEGAN,IL,60085,100 N MARTIN LUTHER KING JR. AVE.,ncua,Federally Insured State-Chartered Credit Union,,769790
KAN COLO,HOISINGTON,KS,67544,"KAN COLO CREDIT UNION, 216 NORTH MA",ncua,Federally Insured State-Chartered Credit Union,,171290
B.C.S. COMMUNITY,WHEAT RIDGE,CO,80034-1036,PO BOX 1036,ncua,Federally Insured State-Chartered Credit Union,http://www.bcscu.com,230898
REGIONAL WATER AUTHORITY EMPLOYEES,New Haven,CT,6511,90 Sargent Drive,ncua,Federally Insured State-Chartered Credit Union,,862495
NORTHEASTERN CT. HEALTH CARE,Putnam,CT,6260,320 Pomfret St,ncua,Federally Insured State-Chartered Credit Union,http://www.necthealthcarecreditunio,732093
FIRST CONNECTICUT,Wallingford,CT,6492,159 S Turnpike Rd,ncua,Federally Insured State-Chartered Credit Union,http://www.firstconnecticut.org,861993
THE WAY,NEW KNOXVILLE,OH,45871,19100 E. SHELBY RD,ncua,Federally Insured State-Chartered Credit Union,,888093
BEREAN,CHICAGO,IL,60609,5147 S. DEARBORN,ncua,Federally Insured State-Chartered Credit Union,,165691
CUBA,CUBA,NM,87013,PO 1660,ncua,Federally Insured State-Chartered Credit Union,http://www.cubacreditunion.org,733595
TUCSON OLD PUEBLO,TUCSON,AZ,85713-2002,2500 E 22ND ST,ncua,Federally Insured State-Chartered Credit Union,http://www.topcu.org,874470
