"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CEO","Fax","Phone","Preparer","President","Principal","ACCT_876","ACCT_830A","ACCT_830B","ACCT_830C","ACCT_830D","ACCT_830E","ACCT_830F","ACCT_830G","ACCT_830H","ACCT_830I","ACCT_830J","CEO_F","CEO_M","Preparer_F","Preparer_M","President_F","President_M","Principal_F","Principal_M","Acct_891","ACCT_893","ACCT_894","Acct_700","Acct_701","Acct_886A","Acct_886B","Acct_886C","Acct_886D","Acct_886E","Acct_886F","Acct_886G","Acct_887A","Acct_887B","Acct_887C","Acct_887D","Acct_887E","Acct_887F","Acct_887G","Acct_887H","Acct_887I","Acct_887J","Acct_887K","Acct_887L","Acct_889","Acct_711","Acct_887M","Acct_887N","Acct_887P","Acct_887Z","Acct_842","Acct_843","ACCT_830K","ACCT_830L","ACCT_830M","ACCT_830N","ACCT_830O","ACCT_830P","ACCT_830Q","ACCT_830R","ACCT_830S","ACCT_830T","ACCT_566A","CertifiedBy","CertifiedBy_F","CertifiedBy_M","Acct_879A","Acct_879B","Acct_879C","Acct_879D","Acct_879E","Acct_879F","Acct_879G","Acct_879H","Acct_879I","Acct_879J","Acct_879K","Acct_879L","Acct_879M","Acct_879N","Acct_879O","Acct_879P","Acct_879Q","Acct_879R","Acct_879S","Acct_879T","Acct_888","Extension","Acct_834A1","Acct_834B1","Acct_834C1","Acct_834D1","Acct_834E1","Acct_834F1","Acct_834G1","Acct_834H1","Acct_834I1","Acct_834J1","Acct_834K1","Acct_834L1","Acct_834M1","Acct_834N1","Acct_834O1","Acct_834P1","Acct_834Q1","Acct_834R1","Acct_834S1","Acct_834T1","Acct_566B","Acct_887R","ACCT_879A1","ACCT_879A2","ACCT_879A3","ACCT_879A4","ACCT_879A5","ACCT_879B1","ACCT_879B2","ACCT_879B3","ACCT_879B4","ACCT_879B5","ACCT_879C1","ACCT_879C2","ACCT_879C3","ACCT_879C4","ACCT_879D1","ACCT_879D2","ACCT_879D3","ACCT_879D4","ACCT_879D5","ACCT_879D6","ACCT_879D7","ACCT_879D8","ACCT_879U","ACCT_879V","ACCT_879W","ACCT_879X","ACCT_879Y","ACCT_886H","ACCT_887S","ACCT_887T","ACCT_887U","ACCT_845A","ACCT_845B","ACCT_845C","ACCT_845D","ACCT_845E","ACCT_845F","ACCT_845G","ACCT_845H","ACCT_845I","ACCT_845J","ACCT_845K","ACCT_845L","ACCT_845M","ACCT_845N","ACCT_845O","ACCT_845P","ACCT_845Q","ACCT_845R","ACCT_845S","ACCT_845T","ACCT_879D9","Acct_855A","Acct_855B","Acct_855C","Acct_855D","Acct_855E","Acct_855F","Acct_855G","Acct_855H","Acct_855I","Acct_855J","Acct_855K","Acct_855L","Acct_855M","Acct_855N","Acct_855O","Acct_855P","Acct_855Q","Acct_855R","Acct_855S","Acct_855T","BondProvider","MemberMinorityStatus","EligibleMinorityStatus","MemberAsianAmerican","MemberAfricanAmerican","MemberHispanicAmerican","MemberNativeAmerican","EligibleAsianAmerican","EligibleAfricanAmerican","EligibleHispanicAmerican","EligibleNativeAmerican","Acct_887V","Acct_879Q1","Acct_1027Z","Acct_1028Z","Acct_1029Z"
9111,6/30/2019 0:00:00,4303,"Craig","6024776758","6024776429","Craig","Odum",,"",,,,,,,,,,,"Jeannie",,"Jeannie",,"Cindy",,,,"http://www.Shamrockfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Craig","Jeannie",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
9115,6/30/2019 0:00:00,4305,"Nakai","8089424155","8089425115","NGUYEN","Kam",,"",,,,,,,,,,,"Cheryl","F","TRANG",,"Velma","K",,,"http://www.htifcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","1","1","0",,,,,,,,,,,,,"0","NGUYEN","TRANG",,"0","1","1","1","1","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","1","1","1","0","0","0","1","0","0","0","0","0",,,
9119,6/30/2019 0:00:00,4307,"Deavours","2093834259","2093835550","Luis","Silva",,"",,,,,,,,,,,"Nancy",,"Linda",,"Terry",,,,"http://mercedschoolcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Luis","Linda",,"1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","1","0","1","1","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","0","1","0","1","0","0","0","0","0","0","0",,,
9145,6/30/2019 0:00:00,4319,"Follett","3605881032","3602934862","Follett","Miner",,"",,,,,,,,,,,"Darene",,"Darene",,"Larry",,,,"http://psrfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","0","0","0","1","1","1","0","1","1","1","0","1","0","1","0","0",,"0","0","1","Loan Application",,,,,,,,,,,,,"0","Follett","Darene",,"0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
9146,6/30/2019 0:00:00,4320,"Bruett","7322273150","7322276704","bruett","Smith",,"",,,,,,,,,,,"Jennifer",,"jennifer",,"Michael",,,,"http://bmsfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","bruett","jennifer",,"0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","1","0",,,
9147,6/30/2019 0:00:00,4321,"French","4123753976","4122692525","French","Suchanec",,"",,,,,,,,,,,"Julie","M","Julie",,"Ryan","S",,,"http://www.bakercu.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","1","1","1","0","0","1","1","0","1","1","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","French","Julie",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
9148,6/30/2019 0:00:00,4322,"Disburg","3074724920","3072344271","Disburg","Bromley",,"",,,,,,,,,,,"Tyler","J","Tyler",,"Kevin",,,,"http://www.pathfinderfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Disburg","Tyler",,"1","1","1","1","1","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","1","1","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
9160,6/30/2019 0:00:00,4328,"Withers","3076336426","3076357878","Plamann","Beavers",,"",,,,,,,,,,,"Kimberley",,"Jennifer",,"Robert",,,,"http://www.meridiantrustfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Plamann","Jennifer",,"1","1","1","1","1","0","1","0","1","0","0","0","1","1","0","1","1","1","0","0","0","7414",,,,,,,,,,,,,,,,,,,,,"1","1","1","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","1","0","0","1","0","1","0","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
9163,6/30/2019 0:00:00,4331,"Webre","4357238424","4357233437","Webre","Forsgren",,"",,,,,,,,,,,"Scott",,"Scott",,"Sid",,,,"http://www.boxeldercu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Webre","Scott",,"1","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","0","0","1","1","1","0","0","0","0","1","1","0","1","1","0","0","0","0","1","0","1","1","0","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Berkley Regional Insurance Company","0","0","0","0","0","0","0","0","0","0","1","0",,,
9164,6/30/2019 0:00:00,4332,"Arnold","3185395104","3185394655","Lewis","Butler",,"",,,,,,,,,,,"Joe",,"Crystal",,"Joyce",,,,"http://www.cartercu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"1","Lewis","Crystal",,"1","1","1","1","1","0","1","1","1","0","0","0","1","0","1","1","1","1","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","1",,,
9183,6/30/2019 0:00:00,4342,"Riggleman","3017773152","3017225446","Katherine","Lyons",,"",,,,,,,,,,,"Todd","M","Kuhn",,"Thomas","E",,,"http://www.algarfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Katherine","Kuhn",,"1","0","1","0","1","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
9189,6/30/2019 0:00:00,4345,"ZIMOLZAK","4192428550","4192424926","Zimolzak","Kovacs",,"",,,,,,,,,,,"DANIEL",,"Daniel",,"David",,,,"http://www.toledometro.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","0","0","1","1","0","1","1","1","1","0",,"0","0","0","0",,,,,,,,,,,,,"1","Zimolzak","Daniel",,"1","0","1","0","1","0","0","0","1","0","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","1","1","0","1","0","0","0","1","0","0","1","0",,,
9194,6/30/2019 0:00:00,4348,"O'Connor","4025710462","4025718444","O'Connor","Williams",,"",,,,,,,,,,,"Susan","F","Susan",,"Sharon","K",,,"http://www.heartlandfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","O'Connor","Susan",,"0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
9208,6/30/2019 0:00:00,4356,"Turner","2166638610","2166636800","Yulish","Williams",,"",,,,,,,,,,,"Todd",,"Dan",,"Joe",,,,"http://www.ohiocatholicfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","1","1","0",,,,,,,,,,,,,"0","Yulish","Dan",,"0","1","1","1","1","0","1","1","0","0","0","0","1","1","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","1","1","0","0","1","1","0","1","1","0","0","0","0","1","0","1","1","0","1","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
9213,6/30/2019 0:00:00,4359,"Kauffman","5702865738","5702865739","Kauffman","Varano",,"",,,,,,,,,,,"Kris","I","Kris",,"Robert","L",,,"http://www.ckfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","0","0","1","1","0","1","1","0","1","1","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","Kauffman","Kris",,"1","0","1","0","1","0","1","1","0","0","0","0","1","1","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
9214,6/30/2019 0:00:00,4360,"Dawkins","7132327122","7132327774","Martinez","Adams",,"",,,,,,,,,,,"Shalonda",,"Angelica",,"Joe","M",,,"http://www.southernfederalcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"1","0","1","0",,,,,,,,,,,,,"0","Martinez","Angelica",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","1","1","0","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
9219,6/30/2019 0:00:00,4361,"Hayes","5185857086","5185856725","Phinney","Carpenter Sr",,"",,,,,,,,,,,"Shawn","M","Cory",,"Richard","J",,,"http://www.tfcunow.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Phinney","Cory",,"0","0","1","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","1","0",,,
9229,6/30/2019 0:00:00,4365,"Webb","2258198923","2258192178","Sanderford","Placide",,"",,,,,,,,,,,"Steve",,"Jeremy",,"Charlotte",,,,"http://www.neighborsfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","online new account funding,mobile m",,,,,,,,,,,,,"1","Sanderford","Jeremy",,"1","1","1","1","1","0","1","1","0","0","0","0","1","0","1","1","1","0","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","0","1","1","1","1","1","0","1","0","0","1","0","0","0","0","1","0","1","1","1","1","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
9230,6/30/2019 0:00:00,4366,"Weakley","6263505850","6264441972","SANCHEZ","Hammett",,"",,,,,,,,,,,"Stephen",,"HUGO",,"Gary",,,,"http://www.vonscu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","1","1","0",,,,,,,,,,,,,"1","SANCHEZ","HUGO",,"1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","0","0","0","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","0","0","0","1","0","0","0","0","0","0","0",,,
9237,6/30/2019 0:00:00,4371,"Holowka-Bedatsky","7329327648","7329327645","Holowka","Matilsky",,"",,,,,,,,,,,"Marie",,"Marie",,"Terry",,,,"http://www.rutgersfcu.org",,,"Adequately Capitalized","Adequately Capitalized","1","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","Pop Money",,,,,,,,,,,,,"0","Holowka","Marie",,"0","1","1","0","1","0","1","1","0","0","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CHUBB","0","0","0","0","0","0","0","0","0","0","0","0",,,
9246,6/30/2019 0:00:00,4379,"Hardy","7134726957","7134774068","Hardy","Hovey",,"",,,,,,,,,,,"Susan","T","Susan",,"Larry",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Hardy","Susan",,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
9247,6/30/2019 0:00:00,4380,"Perry","2085876909","2085873304","Gilbert","Price",,"",,,,,,,,,,,"Curt",,"Lee",,"Nathan",,,,"http://www.pioneerfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","Instant Issue Debit and Credit Card",,,,,,,,,,,,,"1","Gilbert","Lee",,"1","1","1","1","1","0","1","1","0","0","0","0","1","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","0","1","1","1","0","0","1","0","1","1","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","1","0",,,
9248,6/30/2019 0:00:00,4381,"Lane","9186639305","9186639303","Lane","Bearden",,"",,,,,,,,,,,"Denis",,"Denis",,"Mary","E",,,"http://www.unitedmembersfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","1","1","1","1","0","1","1","0","1","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Lane","Denis",,"0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
9255,6/30/2019 0:00:00,4385,"Laird","2133852615","2133850271","Roschdi","Vazquez",,"",,,,,,,,,,,"Enriqueta","A","Elena",,"Cristina","R",,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Roschdi","Elena",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","1","0","0","1","0","0","0","1","0","0","0",,,
9260,6/30/2019 0:00:00,4387,"Brown","5025158390","5023685858","Klumpp","Simpson",,"",,,,,,,,,,,"Christopher","S","Lori",,"Claude",,,,"http://www.lnfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Klumpp","Lori",,"0","0","1","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
9287,6/30/2019 0:00:00,4400,"Castiglia","3055774423","3053771017","BETTY","Tassone",,"",,,,,,,,,,,"Athan",,"COLIN",,"James","A",,,"http://www.miamifcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","0","1","0",,,,,,,,,,,,,"0","BETTY","COLIN",,"0","1","1","0","1","1","1","1","0","0","0","0","1","1","1","0","1","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
9288,6/30/2019 0:00:00,4401,"Garver","5032232651","5032239306","Garver","O'Hearn",,"",,,,,,,,,,,"Jaimie",,"Jaimie",,"Roderick",,,,"http://www.pdx8fcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","1","1","0",,,,,,,,,,,,,"0","Garver","Jaimie",,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","1","0","1","0","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","1","0",,,
9289,6/30/2019 0:00:00,4402,"Carns","3605778120","3604232770","Carns","Cooley",,"",,,,,,,,,,,"Robin","J","Robin",,"Nathan",,,,"http://www.lclfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","Visa Gift Cards",,,,,,,,,,,,,"0","Carns","Robin",,"1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","1",,,
9292,6/30/2019 0:00:00,4404,"Ellifritz","5039636698","5032328070","Ellifritz","Croft",,"",,,,,,,,,,,"Larry",,"Larry",,"Dan",,,,"http://www.consolidatedccu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Ellifritz","Larry",,"1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","1",,,
